run,load_time_sec,status
1,0.007837057113647461,200
2,0.03290963172912598,200
3,0.01691722869873047,200
4,0.017056703567504883,200
5,0.02249598503112793,200
6,0.027153491973876953,200
7,0.03291726112365723,200
8,0.01706552505493164,200
9,0.03490114212036133,200
10,0.01969623565673828,200
